name,symbol,fullname,Second
AT4G27110,COBL11,COBRA-like protein 11 precursor,NA
AT4G27140,AT2S1,"NA", SESA1--seed storage albumin 1
AT4G27150,AT2S2,"NA", SESA2--seed storage albumin 2
AT4G27160,AT2S3,"NA", SESA3--seed storage albumin 3
AT4G27170,AT2S4,"NA", SESA4--seed storage albumin 4
AT4G27180,ATK2,kinesin 2, KATB--KINESIN-LIKE PROTEIN IN ARABIDOPSIS THALIANA B
AT4G27230,HTA2,histone H2A 2,NA
AT4G27260,GH3.5,"NA", WES1--NA
AT4G27310,BBX28,B-box domain protein 28,NA
AT4G27320,ATPHOS34,"NA", PHOS34--NA
AT4G27330,NZZ,NOZZLE, SPL--SPOROCYTELESS
AT4G27340,AtTRM5b,"NA", TRM5b--tRNA methyltransferase 5b
AT4G27370,ATVIIIB,MYOSIN VIII B, VIIIB--NA
AT4G27410,ANAC072,Arabidopsis NAC domain containing protein 72," ANAC72--NA,   AtRD26--NA,   RD26--RESPONSIVE TO DESICCATION 26"
AT4G27420,ABCG9,ATP-binding cassette G9,NA
AT4G27430,CIP7,COP1-interacting protein 7,NA
AT4G27440,PORB,protochlorophyllide oxidoreductase B,NA
AT4G27460,CBSX5,CBS domain containing protein 5,NA
AT4G27470,ATRMA3,"NA", RMA3--RING membrane-anchor 3
AT4G27490,RRP41L,RRP41 like,NA
AT4G27500,PPI1,proton pump interactor 1,NA
AT4G27520,AtENODL2,"NA", ENODL2--early nodulin-like protein 2
AT4G27540,PRA1.H,prenylated RAB acceptor 1.H,NA
AT4G27550,ATTPS4,ARABIDOPSIS THALIANA TREHALOSE PHOSPHATASE/SYNTHASE 4, TPS4--trehalose-6-phosphatase synthase S4
AT4G27560,UGT79B2,"NA",NA
AT4G27570,UGT79B3,"NA",NA
AT4G27585,AtSLP1,"NA", SLP1--stomatin-like protein 1
AT4G27600,NARA5,GENES NECESSARY FOR THE  ACHIEVEMENT OF RUBISCO ACCUMULATION 5,NA
AT4G27630,GTG2,GPCR-type G protein 2,NA
AT4G27640,IMB4,importin-beta 4,NA
AT4G27650,PEL1,PELOTA,NA
AT4G27670,HSP21,heat shock protein 21,NA
AT4G27690,VPS26B,vacuolar protein sorting 26B,NA
AT4G27710,CYP709B3,"cytochrome P450, family 709, subfamily B, polypeptide 3",NA
AT4G27730,ATOPT6,ARABIDOPSIS THALIANA OLIGOPEPTIDE TRANSPORTER 6, OPT6--oligopeptide transporter 1
AT4G27750,ISI1,IMPAIRED SUCROSE INDUCTION 1,NA
AT4G27760,FEY,FOREVER YOUNG, FEY3--NA
AT4G27765,miR828,"NA", MIR828A--microRNA828A
AT4G27780,ACBP2,acyl-CoA binding protein 2, AtACBP2--NA
AT4G27800,PPH1,PROTEIN PHOSPHATASE 1, TAP38--thylakoid-associated phosphatase 38
AT4G27820,BGLU9,beta glucosidase 9,NA
AT4G27830,AtBGLU10,"NA", BGLU10--beta glucosidase 10
AT4G27860,MEB1,MEMBRANE OF ER BODY 1,NA
AT4G27880,SINAT4,"NA",NA
AT4G27910,ATX4,ARABIDOPSIS TRITHORAX4, SDG16--SET domain protein 16
AT4G27920,PYL10,PYR1-like 10, RCAR4--regulatory components of ABA receptor 4
AT4G27940,ATMTM1,ARABIDOPSIS MANGANESE TRACKING FACTOR FOR MITOCHONDRIAL SOD2, MTM1--manganese tracking factor for mitochondrial SOD2
AT4G27950,CRF4,cytokinin response factor 4,NA
AT4G27960,UBC9,ubiquitin conjugating enzyme 9,NA
AT4G27970,SLAH2,SLAC1 homologue 2,NA
AT4G27990,ATYLMG1-2,"NA", YLMG1-2--NA
AT4G28010,RPF5,RNA processing factor 5,NA
AT4G28040,UMAMIT33,Usually multiple acids move in and out Transporters 33,NA
AT4G28050,TET7,tetraspanin7,NA
AT4G28080,REC2,REDUCED CHLOROPLAST COVERAGE 2,NA
AT4G28090,sks10,SKU5  similar 10,NA
AT4G28110,AtMYB41,myb domain protein 41, MYB41--myb domain protein 41
AT4G28130,ATDGK6,"NA", DGK6--diacylglycerol kinase 6
AT4G28190,ULT,ULTRAPETALA, ULT1--ULTRAPETALA1
AT4G28210,EMB1923,embryo defective 1923,NA
AT4G28220,NDB1,NAD(P)H dehydrogenase B1,NA
AT4G28240,WIP1,Wound-induced polypeptide 1,NA
AT4G28250,ATEXPB3,expansin B3," ATHEXP BETA 1.6--NA,   EXPB3--expansin B3"
AT4G28270,ATRMA2,"NA", RMA2--RING membrane-anchor 2
AT4G28280,LLG3,LORELEI-LIKE-GPI ANCHORED PROTEIN 3,NA
AT4G28320,AtMAN5,"NA", MAN5--endo-beta-mannase 5
AT4G28350,LecRK-VII.2,L-type lectin receptor kinase VII.2,NA
AT4G28365,AtENODL3,"NA", ENODL3--early nodulin-like protein 3
AT4G28370,FLY1,FLYING SAUCER 1,NA
AT4G28390,AAC3,ADP/ATP carrier 3, ATAAC3--NA
AT4G28395,A7,ANTHER 7, ATA7--ARABIDOPSIS THALIANA ANTHER 7
AT4G28410,RSA1,Root System Architecture 1,NA
AT4G28430,RTN18,reticulon 18,NA
AT4G28470,ATRPN1B,"NA", RPN1B--26S proteasome regulatory subunit S2 1B
AT4G28485,AtDMP7,Arabidopsis thaliana DUF679 domain membrane protein 7, DMP7--DUF679 domain membrane protein 7
AT4G28490,HAE,HAESA, RLK5--RECEPTOR-LIKE PROTEIN KINASE 5
AT4G28500,ANAC073,NAC domain containing protein 73," NAC073--NAC domain containing protein 73,   SND2--SECONDARY WALL-ASSOCIATED NAC DOMAIN PROTEIN 2"
AT4G28510,ATPHB1,prohibitin 1, PHB1--prohibitin 1
AT4G28520,CRC,CRUCIFERIN C, CRU3--cruciferin 3
AT4G28530,anac074,NAC domain containing protein 74," KIRA1--KIR1,   NAC074--NAC domain containing protein 74"
AT4G28540,CKL6,casein kinase I-like 6, PAPK1--NA
AT4G28556,RIC7,"NA",NA
AT4G28560,RIC7,ROP-interactive CRIB motif-containing protein 7,NA
AT4G28580,ATMGT5,ARABIDOPSIS THALIANA MAGNESIUM TRANSPORT 5," MGT5--magnesium transport 5,   MRS2-6--NA"
AT4G28590,AtECB1,"NA"," ECB1--early chloroplast biogenesis 1,   MRL7--Mesophyll-cell RNAi Library line 7,   SVR4--SUPPRESSOR OF VARIEGATION 4"
AT4G28600,NPGR2,no pollen germination related 2,NA
AT4G28610,AtPHR1,"NA", PHR1--phosphate starvation response  1
AT4G28620,ABCB24,ATP-binding cassette B24," ATATM2--ARABIDOPSIS THALIANA ABC TRANSPORTER OF THE MITOCHONDRION 2,   ATM2--ABC transporter of the mitochondrion 2"
AT4G28630,ABCB23,ATP-binding cassette B23," ATATM1--NA,   ATM1--ABC transporter of the mitochondrion 1"
AT4G28640,IAA11,indole-3-acetic acid inducible 11,NA
AT4G28650,MIK1,MDIS1-INTERACTING RECEPTOR LIKE KINASE1, PXL2--PXY-like2
AT4G28660,PSB28,photosystem II reaction center PSB28 protein,NA
AT4G28680,AtTYDC,"NA"," TYDC--L-tyrosine decarboxylase,   TYRDC--L-tyrosine decarboxylase,   TYRDC1--L-TYROSINE DECARBOXYLASE 1"
AT4G28700,AMT1;4,ammonium transporter 1;4,NA
AT4G28710,ATXIH,MYOSIN XI H, XIH--NA
AT4G28720,CKRC2,cytokinin induced root curling 2, YUC8--YUCCA 8
AT4G28730,GrxC5,glutaredoxin C5,NA
AT4G28750,PSAE-1,PSA E1 KNOCKOUT,NA
AT4G28760,TRM20,TON1 Recruiting Motif 20,NA
AT4G28840,TIE1,TCP Interactor containing EAR motif protein 1,NA
AT4G28850,ATXTH26,"NA", XTH26--xyloglucan endotransglucosylase/hydrolase 26
AT4G28860,ckl4,casein kinase I-like 4,NA
AT4G28880,ckl3,casein kinase I-like 3,NA
AT4G28910,NINJA,novel interactor of JAZ,NA
AT4G28950,ARAC7,Arabidopsis RAC-like 7," ATRAC7--NA,   ATROP9--NA,   RAC7--NA,   ROP9--RHO-related protein from plants 9"
AT4G28980,CAK1AT,CDK-activating kinase 1AT, CDKF;1--CYCLIN-DEPENDENT KINASE F;1
AT4G29010,AIM1,ABNORMAL INFLORESCENCE MERISTEM,NA
AT4G29040,RPT2a,regulatory particle AAA-ATPase 2A,NA
AT4G29050,LecRK-V.9,L-type lectin receptor kinase V.9,NA
AT4G29060,emb2726,embryo defective 2726,NA
AT4G29080,IAA27,indole-3-acetic acid inducible 27, PAP2--phytochrome-associated protein 2
AT4G29100,bhlh68,"NA",NA
AT4G29130,ATHXK1,ARABIDOPSIS THALIANA HEXOKINASE 1," GIN2--GLUCOSE INSENSITIVE 2,   HXK1--hexokinase 1"
AT4G29140,ABS3,Arabidopsis abnormal shoot3," ADP1--ALTERED DEVELOPMENT PROGRAM 1,   ADS1--ACTIVATED DISEASE SUSCEPTIBILITY 1"
AT4G29150,IQD25,IQ-domain 25,NA
AT4G29160,SNF7.1,"NA",NA
AT4G29170,ATMND1,"NA",NA
AT4G29180,RHS16,root hair specific 16,NA
AT4G29190,AtC3H49,"NA"," AtOZF2--Arabidopsis thaliana oxidation-related zinc finger 2,   AtTZF3--NA,   OZF2--oxidation-related zinc finger 2,   TZF3--tandem zinc finger 3"
AT4G29210,GGT3,gamma-glutamyl transpeptidase 3, GGT4--gamma-glutamyl transpeptidase 4
AT4G29220,PFK1,phosphofructokinase 1,NA
AT4G29230,anac075,NAC domain containing protein 75, NAC075--NAC domain containing protein 75
AT4G29260,VSP3,Vegetative Storage Protein 3,NA
AT4G29273,LCR23,low-molecular-weight cysteine-rich 23,NA
AT4G29280,LCR22,low-molecular-weight cysteine-rich 22,NA
AT4G29283,LCR21,low-molecular-weight cysteine-rich 21,NA
AT4G29285,LCR24,low-molecular-weight cysteine-rich 24,NA
AT4G29290,LCR26,low-molecular-weight cysteine-rich 26,NA
AT4G29300,LCR27,low-molecular-weight cysteine-rich 27,NA
AT4G29305,LCR25,low-molecular-weight cysteine-rich 25,NA
AT4G29330,DER1,DERLIN-1,NA
AT4G29340,AtPRF4,"NA", PRF4--profilin 4
AT4G29350,AtPRF2,"NA"," PFN2--profilin 2,   PRF2--PROFILIN 2,   PRO2--PROFILIN 2"
AT4G29380,AtVPS15,Arabidopsis thaliana vacuolar protein sorting 15, VPS15--vacuolar protein sorting 15
AT4G29430,rps15ae,ribosomal protein S15A E,NA
AT4G29440,ISTL4,IST1-LIKE 4,NA
AT4G29460,PLA2-GAMMA,phospholipase A2 gamma,NA
AT4G29470,PLA2-DELTA,phospholipase A2 delta,NA
AT4G29510,ATPRMT11,ARABIDOPSIS THALIANA ARGININE METHYLTRANSFERASE 11," ATPRMT1B--ARABIDOPSIS THALIANA PROTEIN ARGININE  METHYLTRANSFERASE 1B,   PRMT11--arginine methyltransferase 11,   PRMT1B--PROTEIN ARGININE METHYLTRANSFERASE 1B"
AT4G29520,SES1,Sensitive to Salt1,NA
AT4G29540,AtLpxA,"NA", LpxA--NA
AT4G29658,PRA1.C,prenylated RAB acceptor 1.C,NA
AT4G29660,EMB2752,EMBRYO DEFECTIVE 2752,NA
AT4G29670,ACHT2,atypical CYS  HIS rich thioredoxin 2,NA
AT4G29720,AtPAO5,polyamine oxidase 5, PAO5--polyamine oxidase 5
AT4G29730,MSI5,"NA", NFC5--nucleosome/chromatin assembly factor group C5
AT4G29740,ATCKX4,"NA", CKX4--cytokinin oxidase 4
AT4G29760,HTT4,HEAT-INDUCED TAS1 TARGET 4,NA
AT4G29770,HTT1,HEAT-INDUCED TAS1 TARGET 1,NA
AT4G29800,PLA IVD,"NA", PLP8--PATATIN-like protein 8
AT4G29810,ATMKK2,MAP kinase kinase 2," MK1--MAP KINASE KINASE 1,   MKK2--MAP kinase kinase 2"
AT4G29820,ATCFIM-25,ARABIDOPSIS THALIANA HOMOLOG OF CFIM-25, CFIM-25--homolog of CFIM-25
AT4G29830,SKI8,A. thaliana homolog of yeast SKI8, VIP3--vernalization independence 3
AT4G29840,MTO2,METHIONINE OVER-ACCUMULATOR 2, TS--THREONINE SYNTHASE
AT4G29860,ALT2,ALUMINUM TOLERANT 2," AtDSE1--NA,   DSE1--DECREASED SIZE EXCLUSION LIMIT 1,   EMB2757--EMBRYO DEFECTIVE 2757,   TAN--TANMEI"
AT4G29880,PIRL7,plant intracellular ras group-related LRR 7,NA
AT4G29900,ACA10,autoinhibited Ca(2+)-ATPase 10," ATACA10--NA,   CIF1--COMPACT INFLORESCENCE 1"
AT4G29910,ATORC5,"NA"," EMB2798--EMBRYO DEFECTIVE 2798,   ORC5--origin recognition complex protein 5"
AT4G29920,AtHSPR,Arabidopsis thaliana heat shock protein-related, SMXL4--SMAX1-like 4
AT4G29940,PRHA,pathogenesis related homeodomain protein  A,NA
AT4G29960,EBS7,ethyl methanesulfonate-mutagenized brassinosteroid- insensitive 1 suppressor 7,NA
AT4G30064,LCR61,low-molecular-weight cysteine-rich 61,NA
AT4G30067,LCR63,low-molecular-weight cysteine-rich 63,NA
AT4G30070,LCR59,low-molecular-weight cysteine-rich 59,NA
AT4G30074,LCR19,low-molecular-weight cysteine-rich 19,NA
AT4G30080,ARF16,auxin response factor 16,NA
AT4G30110,ATHMA2,ARABIDOPSIS HEAVY METAL ATPASE 2, HMA2--heavy metal atpase 2
AT4G30120,ATHMA3,A. THALIANA HEAVY METAL ATPASE 3, HMA3--heavy metal atpase 3
AT4G30140,CDEF1,CUTICLE DESTRUCTING  FACTOR 1,NA
AT4G30160,ATVLN4,"NA", VLN4--villin 4
AT4G30190,AHA2,H(+)-ATPase 2," AtHA2--NA,   HA2--H(+)-ATPase 2,   PMA2--PLASMA MEMBRANE PROTON ATPASE 2"
AT4G30200,VEL1,vernalization5/VIN3-like 1, VIL2--VIN3-Like 2
AT4G30210,AR2,"NA", ATR2--P450 reductase 2
AT4G30220,RUXF,small nuclear ribonucleoprotein F, SMFA--small nuclear ribonucleoprotein F A
AT4G30260,YIP4b,YPT/RAB GTPase Interacting Protein 4b,NA
AT4G30270,MERI-5,MERISTEM 5," MERI5B--meristem-5,   SEN4--SENESCENCE 4,   XTH24--xyloglucan endotransglucosylase/hydrolase 24"
AT4G30280,ATXTH18,XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE 18, XTH18--xyloglucan endotransglucosylase/hydrolase 18
AT4G30290,ATXTH19,XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE 19, XTH19--xyloglucan endotransglucosylase/hydrolase 19
AT4G30300,ABCE3,ATP-binding cassette E3," ATNAP15--ARABIDOPSIS THALIANA NON-INTRINSIC ABC PROTEIN 15,   NAP15--non-intrinsic ABC protein 15"
AT4G30320,AtCAPE6,"NA",NA
AT4G30330,PCP-like,PORCUPINE LIKE, SME2--Sm protein E2
AT4G30340,ATDGK7,diacylglycerol kinase 7, DGK7--diacylglycerol kinase 7
AT4G30350,SMXL2,SMAX1-like 2,NA
AT4G30360,ATCNGC17,CYCLIC NUCLEOTIDE-GATED CHANNEL 17, CNGC17--cyclic nucleotide-gated channel 17
AT4G30370,IDF1,IRT1 DEGRADATION FACTOR 1,NA
AT4G30410,IBL1,IBH1-LIKE 1,NA
AT4G30420,UMAMIT34,Usually multiple acids move in and out Transporters 34,NA
AT4G30430,TET9,tetraspanin9,NA
AT4G30440,GAE1,UDP-D-glucuronate 4-epimerase 1,NA
AT4G30480,AtTPR1,"NA", TPR1--tetratricopeptide repeat 1
AT4G30510,ATATG18B,ARABIDOPSIS THALIANA HOMOLOG OF YEAST AUTOPHAGY 18 (ATG18) B, ATG18B--homolog of yeast autophagy 18 (ATG18) B
AT4G30520,CIK3,CLAVATA3 INSENSITIVE RECEPTOR KINASE 3, SARK--SENESCENCE-ASSOCIATED RECEPTOR-LIKE KINASE
AT4G30530,GGP1,gamma-glutamyl peptidase 1,NA
AT4G30550,GGP3,gamma-glutamyl peptidase 3,NA
AT4G30560,ATCNGC9,cyclic nucleotide gated channel 9, CNGC9--cyclic nucleotide gated channel 9
AT4G30580,ATS2,"NA"," EMB1995--EMBRYO DEFECTIVE 1995,   LPAT1--lysophosphatidic acid acyltransferase 1"
AT4G30590,AtENODL12,"NA", ENODL12--early nodulin-like protein 12
AT4G30610,BRS1,BRI1 SUPPRESSOR 1, SCPL24--SERINE CARBOXYPEPTIDASE 24 PRECURSOR
AT4G30620,STCL,STIC2 Like,NA
AT4G30690,AtIF3- 4,Initiation factor 3-4," AtINFC-4--NA,   SVR9L--SVR9-LIKE1"
AT4G30700,MEF29,mitochondrial RNA editing factor 29,NA
AT4G30710,AUG8,augmin subunit 8, QWRF8--QWRF domain containing 8
AT4G30720,PDE327,PIGMENT DEFECTIVE 327,NA
AT4G30790,ATG11,AUTOPHAGY-RELATED 11,NA
AT4G30810,scpl29,serine carboxypeptidase-like 29,NA
AT4G30825,BFA2,Biogenesis Factor required for ATP synthase 2,NA
AT4G30840,NUP43,"NA",NA
AT4G30850,HHP2,heptahelical transmembrane  protein2,NA
AT4G30860,ASHR3,ASH1-related 3, SDG4--SET domain group 4
AT4G30870,ATMUS81,ARABIDOPSIS THALIANA MMS AND UV SENSITIVE 81, MUS81--MMS AND UV SENSITIVE 81
AT4G30890,UBP24,ubiquitin-specific protease 24,NA
AT4G30920,AtLAP2,"NA", LAP2--leucyl aminopeptidase 2
AT4G30930,NFD1,NUCLEAR FUSION DEFECTIVE 1,NA
AT4G30935,ATWRKY32,"NA", WRKY32--WRKY DNA-binding protein 32
AT4G30950,FAD6,fatty acid desaturase 6," FADC--FATTY ACID DESATURASE C,   SFD4--STEAROYL DESATURASE DEFICIENCY 4"
AT4G30960,ATCIPK6,CBL-INTERACTING PROTEIN KINASE 6," CIPK6--CBL-INTERACTING PROTEIN KINASE 6,   SIP3--SOS3-interacting protein 3,   SNRK3.14--SNF1-RELATED PROTEIN KINASE 3.14"
AT4G30972,MIR156B,microRNA156B,NA
AT4G30980,DROP2,DEFECTIVE REGION OF POLLEN 2, LRL2--LJRHL1-like 2
AT4G30996,NKS1,NA(+)- AND K(+)-SENSITIVE 1,NA
AT4G31010,mCSF1,mitochondrial CAF-like splicing factor 1,NA
AT4G31050,LIP2,octanoyl- transferase,NA
AT4G31080,LNP2,LUNAPARK2," LNP2.1--LUNAPARK2.1,   LNP2.2--LUNAPARK2.2,   LNPA--LUNAPARK A"
AT4G31120,AtPMRT5,"NA"," CAU1--calcium underaccumulation 1,   PRMT5--PROTEIN ARGININE METHYLTRANSFERASE 5,   SKB1--SHK1 binding protein 1"
AT4G31160,DCAF1,DDB1-CUL4 associated factor 1,NA
AT4G31170,RAF28,RAF-like MAPKKK 28,NA
AT4G31180,IBI1,impaired in BABA-induced disease immunity 1,NA
AT4G31240,AtNRX2,"NA", NRX2--nucleoredoxin 2
AT4G31250,PRK7,"NA",NA
AT4G31270,HDP2,Harbinger transposon-derived protein 2, IDAP2--IDM1-associated protein 2
AT4G31290,AtGGCT2;2,"NA", GGCT2;2--gamma-glutamyl cyclotransferase 2;2
AT4G31300,PBA1,"NA",NA
AT4G31320,SAUR37,SMALL AUXIN UPREGULATED RNA 37,NA
AT4G31370,FLA5,FASCICLIN-like arabinogalactan protein 5 precursor,NA
AT4G31380,FLP1,FPF1-like protein 1,NA
AT4G31390,ABC1K1,ABC1-like kinase 1," ACDO1--ABC1-like kinase related to chlorophyll degradation and oxidative stress 1,   AtACDO1--NA,   PGR6--PROTON GRADIENT REGULATION 6"
AT4G31400,AtCTF7,"NA"," CTF7--CHROMOSOME TRANSMISSION FIDELITY 7,   ECO1--NA"
AT4G31420,REIL1,REI1-LIKE 1,NA
AT4G31430,KAKU4,(Japanese for nucleus) 4,NA
AT4G31500,ATR4,ALTERED TRYPTOPHAN REGULATION 4," CYP83B1--cytochrome P450, family 83, subfamily B, polypeptide 1,   RED1--RED ELONGATED 1,   RNT1--RUNT 1,   SUR2--SUPERROOT 2"
AT4G31540,ATEXO70G1,exocyst subunit exo70 family protein G1, EXO70G1--exocyst subunit exo70 family protein G1
AT4G31550,ATWRKY11,"NA", WRKY11--WRKY DNA-binding protein 11
AT4G31560,HCF153,high chlorophyll fluorescence 153,NA
AT4G31580,At-RSZ22,RS-containing zinc finger protein 22," AtRSZ22--NA,   RSZ22--RS-containing zinc finger protein 22,   RSZP22--RS-CONTAINING ZINC FINGER PROTEIN 22,   SRZ-22--serine/arginine-rich 22,   SRZ22--NA"
AT4G31590,ATCSLC05,CELLULOSE-SYNTHASE LIKE C5," ATCSLC5--Cellulose-synthase-like C5,   CSLC05--CELLULOSE-SYNTHASE LIKE C5,   CSLC5--Cellulose-synthase-like C5"
AT4G31600,UTr7,UDP-galactose transporter 7,NA
AT4G31610,ATREM1,REPRODUCTIVE MERISTEM 1," REM1--REPRODUCTIVE MERISTEM 1,   REM34--reproductive meristem 34"
AT4G31615,REM35,reproductive meristem 35,NA
AT4G31620,REM36,reproductive meristem 36,NA
AT4G31670,UBP18,ubiquitin-specific protease 18,NA
AT4G31700,AtRPS6,"NA"," RPS6--ribosomal protein S6,   RPS6A--NA"
AT4G31710,ATGLR2.4,ARABIDOPSIS THALIANA GLUTAMATE RECEPTOR 2.4, GLR2.4--glutamate receptor 2.4
AT4G31720,STG1,SALT TOLERANCE DURING GERMINATION 1," TAF10--TBP-ASSOCIATED FACTOR 10,   TAFII15--TBP-associated factor II 15"
AT4G31730,GDU1,glutamine dumper 1,NA
AT4G31750,WIN2,HOPW1-1-interacting 2,NA
AT4G31770,ATDBR1,ARABIDOPSIS THALIANA DEBRANCHING ENZYME 1, DBR1--debranching enzyme 1
AT4G31780,EMB2797,EMBRYO DEFECTIVE 2797," MGD1--monogalactosyl diacylglycerol synthase 1,   MGDA--MONOGALACTOSYLDIACYLGLYCEROL SYNTHASE A,   UGT81A1--UDP-glycosyl transferase 81A1"
AT4G31800,ATWRKY18,ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 18, WRKY18--WRKY DNA-binding protein 18
AT4G31805,POLAR,POLAR LOCALIZATION DURING ASYMMETRIC DIVISION AND REDISTRIBUTION,NA
AT4G31810,CHY4,"NA",NA
AT4G31820,ENP,ENHANCER OF PINOID," MAB4--MACCHI-BOU 4,   NPY1--NAKED PINS IN YUC MUTANTS 1"
AT4G31840,AtENODL15,"NA", ENODL15--early nodulin-like protein 15
AT4G31850,PGR3,proton gradient regulation 3,NA
AT4G31870,ATGPX7,GLUTATHIONE PEROXIDASE 7," GPX7--glutathione peroxidase 7,   GPXL7--NA"
AT4G31877,MIR156C,microRNA156C,NA
AT4G31880,AtPDS5C,"NA", PDS5C--NA
AT4G31900,CHR7,chromatin remodeling 7, PKR2--PICKLE RELATED 2
AT4G31910,BAT1,BR-related AcylTransferase1, PIZ--PIZZA
AT4G31920,ARR10,response regulator 10, RR10--response regulator 10
AT4G31940,CYP82C4,"cytochrome P450, family 82, subfamily C, polypeptide 4",NA
AT4G31950,CYP82C3,"cytochrome P450, family 82, subfamily C, polypeptide 3",NA
AT4G31970,CYP82C2,"cytochrome P450, family 82, subfamily C, polypeptide 2",NA
AT4G31990,AAT3,ASPARTATE AMINOTRANSFERASE DEFICIENT 3," ASP5--aspartate aminotransferase 5,   ATAAT1--NA"
AT4G32010,HSI2-L1,"NA"," HSL1--HSI2-like 1,   VAL2--VP1/ABI3-LIKE 2"
AT4G32040,KNAT5,KNOTTED1-like homeobox gene 5,NA
AT4G32060,MICU,"NA",NA
AT4G32070,Phox4,Phox4,NA
AT4G32120,HPGT2,hydroxyproline O-galactosyltransferase 2,NA
AT4G32150,ATVAMP711,vesicle-associated membrane protein 711, VAMP711--vesicle-associated membrane protein 711
AT4G32170,CYP96A2,"cytochrome P450, family 96, subfamily A, polypeptide 2",NA
AT4G32180,ATPANK2,pantothenate kinase 2, PANK2--pantothenate kinase 2
AT4G32190,PII1,PROTEIN INVOLVED IN STARCH INITIATION,NA
AT4G32200,ASY2,"NA",NA
AT4G32210,SDH3-2,succinate dehydrogenase 3-2,NA
AT4G32250,KOC1,Kinase of the Outer Chloroplast membrane 1,NA
AT4G32260,PDE334,PIGMENT DEFECTIVE 334,NA
AT4G32272,UGNT1,UDP-GlcNAc transporter 1,NA
AT4G32280,IAA29,indole-3-acetic acid inducible 29,NA
AT4G32285,CAP1,clathrin associated protein 1, PICALM4b--NA
AT4G32295,KIX9,kinase-inducible domain interacting 9,NA
AT4G32300,SD2-5,S-domain-2 5,NA
AT4G32320,APX6,ascorbate peroxidase 6,NA
AT4G32330,WDL5,WAVE-DAMPENED 5,NA
AT4G32350,ISTL7,IST1-LIKE 7,NA
AT4G32400,ATBT1,ARABIDOPSIS THALIANA BRITTLE 1," EMB104--EMBRYO DEFECTIVE 104,   EMB42--EMBRYO DEFECTIVE 42,   SHS1--SODIUM HYPERSENSITIVE 1"
AT4G32410,ANY1,anisotropy1," AtCESA1--CELLULOSE SYNTHASE 1,   CESA1--cellulose synthase 1,   RSW1--RADIALLY SWOLLEN 1"
AT4G32430,GRS1,Growing slowly 1,NA
AT4G32445,MIR419,microRNA419,NA
AT4G32450,MEF8S,MEF8 similar,NA
AT4G32460,BDX,"NA",NA
AT4G32490,AtENODL4,"NA", ENODL4--early nodulin-like protein 4
AT4G32500,AKT5,K+ transporter 5, KT5--K+ transporter 5
AT4G32520,AtSHMT3,SERINE HYDROXYMETHYLTRANSFERASE 3, SHM3--serine hydroxymethyltransferase 3
AT4G32540,YUC,YUCCA, YUC1--YUCCA 1
AT4G32551,LUG,LEUNIG, RON2--ROTUNDA 2
AT4G32570,TIFY8,TIFY domain protein 8,NA
AT4G32620,EPCR1,"NA",NA
AT4G32650,ATKC1,ARABIDOPSIS THALIANA K+ RECTIFYING CHANNEL 1," AtLKT1--A. thaliana low-K+-tolerant 1,   KAT3--potassium channel in Arabidopsis thaliana 3,   KC1--NA"
AT4G32660,AME3,"NA",NA
AT4G32690,AHb3,"NA"," ATGLB3--ARABIDOPSIS HEMOGLOBIN 3,   GLB3--hemoglobin 3"
AT4G32700,POLQ,polymerase theta, TEB--TEBICHI
AT4G32710,PERK14,proline-rich extensin-like receptor kinase 14,NA
AT4G32714,SCRL25,SCR-like 25,NA
AT4G32717,SCRL24,SCR-like 24,NA
AT4G32720,AtLa1,La protein 1," IRP2--INVOLVED IN rRNA PROCESSING 2,   La1--La protein 1"
AT4G32730,ATMYB3R-1,"NA"," ATMYB3R1--A. thaliana MYB domain protein 3R1,   MYB3R-1--MYB DOMAIN PROTEIN 3R1,   MYB3R1--C-MYB-LIKE TRANSCRIPTION FACTOR 3R-1,   PC-MYB1--NA"
AT4G32770,ATSDX1,SUCROSE EXPORT DEFECTIVE 1, VTE1--VITAMIN E DEFICIENT 1
AT4G32780,FL4,FORKED-LIKE4,NA
AT4G32810,ATCCD8,"NA"," CCD8--carotenoid cleavage dioxygenase 8,   MAX4--MORE AXILLARY BRANCHING 4"
AT4G32820,CABIN1,Calcineurin Binding protein 1,NA
AT4G32830,AtAUR1,ataurora1, AUR1--ataurora1
AT4G32840,PFK6,phosphofructokinase 6,NA
AT4G32850,nPAP,nuclear poly(a) polymerase," PAP(IV)--poly(A) polymerase IV,   PAPS4--poly(A) polymerase 4"
AT4G32880,ATHB-8,homeobox gene 8," ATHB8--NA,   HB-8--homeobox gene 8"
AT4G32890,GATA9,GATA transcription factor 9,NA
AT4G32910,NUP85,NUCLEOPORIN 85, SBB1--suppressor of bak1 bkk1
AT4G32940,AEP3,asparaginyl endopeptidase 3," AtLEG gamma--NA,   GAMMA-VPE--gamma vacuolar processing enzyme,   GAMMAVPE--NA,   LEG gamma--legumain gamma"
AT4G32980,ATH1,homeobox gene 1,NA
AT4G33000,ATCBL10,"NA"," CBL10--calcineurin B-like protein 10,   SCABP8--SOS3-LIKE CALCIUM BINDING PROTEIN 8"
